Keyword,Count,Ratio
dịnh,1,0.0000
yinh,1,0.0000
rồn,1,0.0000
jin,1,0.0000
_cường,1,0.0000
nhá,1,0.0000
jũn,1,0.0000
nhut,1,0.0000
quyphu,1,0.0000
159,1,0.0000
hbirnie,1,0.0000
lemon,1,0.0000
cpta,1,0.0000
thấy,1,0.0000
chữ,1,0.0000
phúc,1,0.0000
doannguyet,1,0.0000
22,1,0.0000
tcd,1,0.0000
427,1,0.0000
monsad,1,0.0000
dom,1,0.0000
anhhthuu,1,0.0000
nqcp,1,0.0000
251209,1,0.0000
kìaaaaaaaaa,1,0.0000
2222222222,1,0.0000
22222222,1,0.0000
k88,1,0.0000
27102009,1,0.0000
fgcdtvv,1,0.0000
jeh,1,0.0000
thudangyeuhihi,1,0.0000
21062008,1,0.0000
2009,1,0.0000
xoai,1,0.0000
ci,1,0.0000
bơ_vơ,1,0.0000
nạp,1,0.0000
hanii,1,0.0000
viêta,1,0.0000
loại,1,0.0000
skill,1,0.0000
hellochinne,1,0.0000
hellochinese,1,0.0000
thiệu,1,0.0000
khó_khăn,1,0.0000
lượng,1,0.0000
bài_tập,1,0.0000
sắp_xếp,1,0.0000
thực_tập,1,0.0000
chineseskill,1,0.0000
order,1,0.0000
writing,1,0.0000
giản,1,0.0000
phồn,1,0.0000
mền,1,0.0000
ởn,1,0.0000
nhoa,1,0.0000
pleco,1,0.0000
vẹt,1,0.0000
luna,1,0.0000
taetae,1,0.0000
hana,1,0.0000
12589,1,0.0000
66,1,0.0000
ngogiaidi,1,0.0000
tuongyy,1,0.0000
yiyi,1,0.0000
233,1,0.0000
linmami,1,0.0000
2002,1,0.0000
hoanghau,1,0.0000
linhyewot,1,0.0000
thaibinh,1,0.0000
26091998,1,0.0000
@xz.wyb.dua,1,0.0000
datquoc,1,0.0000
57,1,0.0000
huongbe,1,0.0000
@_nguyễn,1,0.0000
fuongg,1,0.0000
2702,1,0.0000
mtnt,1,0.0000
tgh,1,0.0000
2606,1,0.0000
060,1,0.0000
dyeily,1,0.0000
quynhvan,1,0.0000
k5,1,0.0000
28369,1,0.0000
coa,1,0.0000
uhdt,1,0.0000
namkuro,1,0.0000
myhanh,1,0.0000
220896,1,0.0000
maisino,1,0.0000
emkhongyeuaingoaianhca,1,0.0000
linhthuyduong,1,0.0000
thuongvo,1,0.0000
47,1,0.0000
baoo.hann,1,0.0000
bae,1,0.0000
phamkimlan,1,0.0000
271003,1,0.0000
huongcuto,1,0.0000
giahieu,1,0.0000
lhh,1,0.0000
2892006,1,0.0000
buithanhthao,1,0.0000
2903,1,0.0000
behappy,1,0.0000
2508,1,0.0000
doris,1,0.0000
101007,1,0.0000
langthiennguyet,1,0.0000
322007,1,0.0000
phamlienn,1,0.0000
k6,1,0.0000
phunglamthy,1,0.0000
hanzi,1,0.0000
đề_cử,1,0.0000
tốn_phí,1,0.0000
dick,1,0.0000
chineskill,1,0.0000
lms,1,0.0000
phanhuynhkhoimy,1,0.0000
@675.ro,1,0.0000
yennhinguyen,1,0.0000
885,1,0.0000
https://vt.tiktok.com/zsejrlm6x/,1,0.0000
tận_tâm,1,0.0000
phương_pháp,1,0.0000
học_viên,1,0.0000
nhanh_chóng,1,0.0000
ngô_sỹ,1,0.0000
thaor,1,0.0000
20348,1,0.0000
lephuc,1,0.0000
1104,1,0.0000
tên_trường,1,0.0000
afk,1,0.0000
741,1,0.0000
cùnh,1,0.0000
sàng,1,0.0000
aiblopws,1,0.0000
meanie,1,0.0000
phăn,1,0.0000
phamminhphuong,1,0.0000
phuongnekdcchua,1,0.0000
callmequyen,1,0.0000
mat,1,0.0000
acc,1,0.0000
zuize,1,0.0000
maituannguyen,1,0.0000
0162,1,0.0000
ttna,1,0.0000
241204,1,0.0000
nnhok,1,0.0000
=yuán,1,0.0000
ngát,1,0.0000
zui,1,0.0000
sướng,1,0.0000
nguyện,1,0.0000
huơng,1,0.0000
nguyenthao,1,0.0000
092,1,0.0000
ugly,1,0.0000
1405,1,0.0000
thiennguyet,1,0.0000
=hỷ,1,0.0000
thẩm,1,0.0000
bom,1,0.0000
miungunguc,1,0.0000
thoảng,1,0.0000
bisad,1,0.0000
0908,1,0.0000
oanhlehuyen,1,0.0000
ph,1,0.0000
lethuan,1,0.0000
phucgoodgirl,1,0.0000
phát,1,0.0000
chjj,1,0.0000
hoangphuc,1,0.0000
27034,1,0.0000
chiiii,1,0.0000
0408,1,0.0000
buồn,1,0.0000
ntha,1,0.0000
20090,1,0.0000
kà,1,0.0000
tuilaxubadgirl,1,0.0000
t.h,1,0.0000
te,1,0.0000
coupled,1,0.0000
anhhanhh,1,0.0000
1411,1,0.0000
a1203,1,0.0000
hwan,1,0.0000
tcv,1,0.0000
quynhthy,1,0.0000
vonhatphuongquyen,1,0.0000
winthieugia,1,0.0000
nhubadgirl,1,0.0000
diiidiii,1,0.0000
c11,1,0.0000
nhuks,1,0.0000
248,1,0.0000
t.oanh,1,0.0000
f.a,1,0.0000
xulocute,1,0.0000
nhó,1,0.0000
xulo,1,0.0000
bàng,1,0.0000
2243,1,0.0000
kiet,1,0.0000
ikạ,1,0.0000
điểm,1,0.0000
cà,1,0.0000
ta.bất,1,0.0000
ngờ,1,0.0000
thâth,1,0.0000
k618,1,0.0000
ơnnnn,1,0.0000
hoàn_mỹ,1,0.0000
cọc,1,0.0000
qui,1,0.0000
thônh,1,0.0000
nhu_cầu,1,0.0000
userogm,1,0.0000
gmi0lf,1,0.0000
bão,1,0.0000
vĩnh,1,0.0000
3043,1,0.0000
hoson,1,0.0000
48,1,0.0000
49644330,1,0.0000
hỷ,1,0.0000
blink,1,0.0000
xo,1,0.0000
êi,1,0.0000
khok,1,0.0000
là_nguyên,1,0.0000
linhxinh,1,0.0000
0308,1,0.0000
nguyenminhthu,1,0.0000
707,1,0.0000
nè=shu,1,0.0000
phiên,1,0.0000
nũa,1,0.0000
cùg,1,0.0000
view,1,0.0000
vanh,1,0.0000
kim_tuyến,1,0.0000
dun,1,0.0000
chặn,1,0.0000
￼￼chưa,1,0.0000
giồi,1,0.0000
nguyentanphong,1,0.0000
knlinh,1,0.0000
080720744,1,0.0000
quân=duyên,1,0.0000
12022002,1,0.0000
hiển,1,0.0000
nghiệm,1,0.0000
belove,1,0.0000
64,1,0.0000
zy,1,0.0000
giật_mình,1,0.0000
tên_bảo,1,0.0000
quin,1,0.0000
ạmong,1,0.0000
rép,1,0.0000
lehongg,1,0.0000
2707,1,0.0000
ell,1,0.0000
=shũ,1,0.0000
phương=,1,0.0000
này_khác,1,0.0000
trùng,1,0.0000
đo,1,0.0000
647446,1,0.0000
ii,1,0.0000
yên,1,0.0000
quầy,1,0.0000
xĩ,1,0.0000
rổ,1,0.0000
hnay,1,0.0000
uông,1,0.0000
ỉa,1,0.0000
lăn,1,0.0000
thái_y,1,0.0000
shanghai,1,0.0000
phủ,1,0.0000
tỉu,1,0.0000
lị,1,0.0000
se_se,1,0.0000
sắn,1,0.0000
ting,1,0.0000
tuây,1,0.0000
shzu,1,0.0000
jing,1,0.0000
sặt,1,0.0000
chèn,1,0.0000
yuan,1,0.0000
=vương_nguyên,1,0.0000
=cưa,1,0.0000
được,1,0.0000
leo,1,0.0000
anjing,1,0.0000
gú,1,0.0000
khản,1,0.0000
khở,1,0.0000
trúng,1,0.0000
đm,1,0.0000
vầy,1,0.0000
ngọng,1,0.0000
best,1,0.0000
hại,1,0.0000
wui,1,0.0000
đảo,1,0.0000
an=trình,1,0.0000
đào_tạo,1,0.0000
phổ_yên,1,0.0000
thái_nguyên,1,0.0000
bou,1,0.0000
chonggg,1,0.0000
love0508,1,0.0000
cát,1,0.0000
khoảng,1,0.0000
gia_sư,1,0.0000
thanhthuy,1,0.0000
1912204,1,0.0000
cambanca,1,0.0000
nguyenthithuy,1,0.0000
20053,1,0.0000
bătd,1,0.0000
vuongcongtu,1,0.0000
91,1,0.0000
câu.tôu,1,0.0000
nệm,1,0.0000
dyqc,1,0.0000
x3egc46,1,0.0000
phamv,1,0.0000
hữu_dụng,1,0.0000
tks,1,0.0000
thuycham,1,0.0000
mmua,1,0.0000
seri,1,0.0000
qui_đổi,1,0.0000
5hào,1,0.0000
saii,1,0.0000
mệnh_giá,1,0.0000
đv,1,0.0000
0.1,1,0.0000
hmt,1,0.0000
missyou,1,0.0000
nadangyeu,1,0.0000
50541,1,0.0000
liuyaowen,1,0.0000
cá_ông,1,0.0000
rưỡi,1,0.0000
tiền_giấy,1,0.0000
sebbbbbb,1,0.0000
chip,1,0.0000
trim,1,0.0000
tsoo.tjen,1,0.0000
@im.changa,1,0.0000
cugeixamxi,1,0.0000
n.mzyy,1,0.0000
@tiengtrunggiaotiep.sofl,1,0.0000
flop,1,0.0000
hrsdepressed,1,0.0000
thuwporcupine,1,0.0000
yulingyeuanh,1,0.0000
kè,1,0.0000
tư_liệu,1,0.0000
042005,1,0.0000
gắt,1,0.0000
qunh,1,0.0000
3728,1,0.0000
loveesick,1,0.0000
watsup,1,0.0000
chii,1,0.0000
5056791050660,1,0.0000
zahra,1,0.0000
th11,1,0.0000
tradaomuoiot,1,0.0000
urgf.insecurity,1,0.0000
manrin,1,0.0000
duy_anh,1,0.0000
imnhanhaxx,1,0.0000
uyenphuong,1,0.0000
463,1,0.0000
shirlienwee,1,0.0000
m.a,1,0.0000
thebestthingheheh,1,0.0000
bợn,1,0.0000
baopha,1,0.0000
m3,1,0.0000
41,1,0.0000
trunghieuluong,1,0.0000
xuziii,1,0.0000
trennspamacc,1,0.0000
iens,1,0.0000
nhiii,1,0.0000
096,1,0.0000
biquynhehe,1,0.0000
karma,1,0.0000
phanhmeowmeow,1,0.0000
mouldy,1,0.0000
nmc,1,0.0000
878,1,0.0000
3423,1,0.0000
heynmh,1,0.0000
huyenwppee,1,0.0000
muphero,1,0.0000
cẩm_tú,1,0.0000
elena,1,0.0000
9876543212,1,0.0000
vuongmai,1,0.0000
0804,1,0.0000
mhienn,1,0.0000
jenkie,1,0.0000
8.12,1,0.0000
phyn.ie,1,0.0000
thặc,1,0.0000
kie.kiera,1,0.0000
6301,1,0.0000
tuyen,1,0.0000
junhan,1,0.0000
phọt,1,0.0000
cơmmm,1,0.0000
bainguvandaiqua,1,0.0000
@n.tyx,1,0.0000
sát,1,0.0000
boiz,1,0.0000
lê_tường,1,0.0000
xhar,1,0.0000
jiminie,1,0.0000
0103,1,0.0000
bachhuongqua,1,0.0000
2026,1,0.0000
binguyenx,1,0.0000
92,1,0.0000
triển,1,0.0000
chebonobono,1,0.0000
uarmysunshine,1,0.0000
167,1,0.0000
aabbcc,1,0.0000
teachil,1,0.0000
eirlys,1,0.0000
to02,1,0.0000
maiphuong,1,0.0000
261201,1,0.0000
đối_đáp,1,0.0000
họ_hàng,1,0.0000
tliznh,1,0.0000
macchiatocappuccino,1,0.0000
maymayne,1,0.0000
124,1,0.0000
adrenaline,1,0.0000
quynhanhtran,1,0.0000
137,1,0.0000
tinybumble,1,0.0000
bee,1,0.0000
wagn,1,0.0000
53,1,0.0000
tranmailinh,1,0.0000
chesee,1,0.0000
nammmm,1,0.0000
94,1,0.0000
anubis,1,0.0000
iam,1,0.0000
minggggg,1,0.0000
chí_mạng,1,0.0000
huynhhien,1,0.0000
098,1,0.0000
athsasuto,1,0.0000
juniahihi,1,0.0000
hongnhungnguyen,1,0.0000
220599,1,0.0000
quanh,1,0.0000
@be.daoo,1,0.0000
llam,1,0.0000
4262,1,0.0000
phm.kyduyenn,1,0.0000
endless,1,0.0000
motconvit,1,0.0000
mía,1,0.0000
tramcindy,1,0.0000
2005,1,0.0000
pham_duy,1,0.0000
letrieucamly,1,0.0000
tommy,1,0.0000
trương565,1,0.0000
dieulinh.h,1,0.0000
l.chzau,1,0.0000
101295,1,0.0000
mongnguyet,1,0.0000
ngtzhy,1,0.0000
măng_tây,1,0.0000
ngocuong,1,0.0000
quanghieu,1,0.0000
722004,1,0.0000
wuht,1,0.0000
nguyễn_hữu_hà,1,0.0000
6634366281000,1,0.0000
lít,1,0.0000
béch,1,0.0000
dòng_họ,1,0.0000
xu_hướng,1,0.0000
trả_treo,1,0.0000
trả_thù,1,0.0000
kích_thích,1,0.0000
yanhxcuatoi,1,0.0000
816,1,0.0000
kik,1,0.0000
ké,1,0.0000
tiêu_cực,1,0.0000
lênnnn,1,0.0000
cđb,1,0.0000
vin,1,0.0000
bkav,1,0.0000
cừ,1,0.0000
đáp_án,1,0.0000
thooii,1,0.0000
mơ_hồ,1,0.0000
ngỡ,1,0.0000
sẵn_sàng,1,0.0000
chăm_sóc,1,0.0000
phiềncó,1,0.0000
tự_cảm,1,0.0000
tổn_thương,1,0.0000
âý,1,0.0000
rưng_rưng,1,0.0000
kìm_nén,1,0.0000
rớt,1,0.0000
biểu_hiện,1,0.0000
trầm_lặng,1,0.0000
điềm_nhiên,1,0.0000
cho_dù,1,0.0000
khoảng_cách,1,0.0000
chú,1,0.0000
dù,1,0.0000
che,1,0.0000
xuất_hiện,1,0.0000
ế,1,0.0000
lòi,1,0.0000
cmnr,1,0.0000
tóm_tắt,1,0.0000
nhất_thời,1,0.0000
craving,1,0.0000
drugs,1,0.0000
anhhthyy,1,0.0000
oolongtea,1,0.0000
zann,1,0.0000
pc,1,0.0000
c.duyyy,1,0.0000
hongg,1,0.0000
30012005,1,0.0000
bebanhsu,1,0.0000
hơizzzz,1,0.0000
mynh.anh,1,0.0000
chối,1,0.0000
vuthuha,1,0.0000
duri,1,0.0000
2065,1,0.0000
nhuy,1,0.0000
1011,1,0.0000
minhanh,1,0.0000
151002,1,0.0000
@t.t.m.linh,1,0.0000
seon,1,0.0000
onn,1,0.0000
moc,1,0.0000
dot,1,0.0000
babiii,1,0.0000
1402,1,0.0000
hmm,1,0.0000
iamyanhne,1,0.0000
nvt,1,0.0000
1904,1,0.0000
uyenuyen,1,0.0000
2204,1,0.0000
hima,1,0.0000
bqm,1,0.0000
009,1,0.0000
benmin,1,0.0000
1719,1,0.0000
326,1,0.0000
kallme,1,0.0000
ngocanhle,1,0.0000
79,1,0.0000
tranmainguyanh,1,0.0000
mike,1,0.0000
2810,1,0.0000
n.q.cuongggg,1,0.0000
yphuong,1,0.0000
61,1,0.0000
khangsuron,1,0.0000
58,1,0.0000
hung,1,0.0000
180912,1,0.0000
+1,1,0.0000
trải,1,0.0000
vc,1,0.0000
oyy,1,0.0000
mạnh_mẽ,1,0.0000
look,1,0.0000
ex,1,0.0000
boyfriend,1,0.0000
trở_thành,1,0.0000
hậu_thuẫn,1,0.0000
xiềng_xích,1,0.0000
trói_buộc,1,0.0000
n.huyenn,1,0.0000
189,1,0.0000
aiyoooo,1,0.0000
have,1,0.0000
act,1,0.0000
together,1,0.0000
cố_chấp,1,0.0000
khiến,1,0.0000
táng_tận_lương_tâm,1,0.0000
ừ,1,0.0000
thaihongnhung,1,0.0000
ắt_hẳn,1,0.0000
ctay,1,0.0000
vannguyen,1,0.0000
6908,1,0.0000
minhlabongne,1,0.0000
mian,1,0.0000
260193,1,0.0000
tsao,1,0.0000
nói_thẳng,1,0.0000
dày,1,0.0000
vò,1,0.0000
9688,1,0.0000
grrrrr,1,0.0000
24080,1,0.0000
19922607,1,0.0000
dra,1,0.0000
1002,1,0.0000
promise,1,0.0000
this,1,0.0000
lasttime,1,0.0000
annoy,1,0.0000
phanvannien,1,0.0000
nhutinh,1,0.0000
cuonganh,1,0.0000
1810,1,0.0000
cmnlsau,1,0.0000
hợp,1,0.0000
300704,1,0.0000
thông_điệp,1,0.0000
dần_dần,1,0.0000
bixinh,1,0.0000
11300918,1,0.0000
buoncuaanh,1,0.0000
20030,1,0.0000
tuns,1,0.0000
đạp,1,0.0000
nombre,1,0.0000
canción,1,0.0000
địa_chỉ,1,0.0000
dyvytcbce,1,0.0000
nhadan,1,0.0000
trend,1,0.0000
khẩu,1,0.0000
tieuthuy,1,0.0000
2411,1,0.0000
theo_đuổi,1,0.0000
r.zan,1,0.0000
bành,1,0.0000
cuoi,1,0.0000
vậy.dang,1,0.0000
mà,1,0.0000
điện,1,0.0000
xao_xuyến,1,0.0000
edit,1,0.0000
thaooxinh,1,0.0000
rap,1,0.0000
nhịp,1,0.0000
huây,1,0.0000
tròn,1,0.0000
vạnh,1,0.0000
dứt_khoát,1,0.0000
cafe,1,0.0000
chữ_trung,1,0.0000
nhue,1,0.0000
zhongyuan,1,0.0000
tebie,1,0.0000
đựng,1,0.0000
nguyễn_huỳnh,1,0.0000
niếunải,1,0.0000
kim.loan,1,0.0000
cộng,1,0.0000
5đ,1,0.0000
đánh_dấu,1,0.0000
31760688665,1,0.0000
nhinhi,1,0.0000
2342,1,0.0000
31760691993,1,0.0000
31760692137,1,0.0000
31760722993,1,0.0000
◆hot,1,0.0000
độ,1,0.0000
thuột,1,0.0000
hình_tròn,1,0.0000
dấu_tích,1,0.0000
không_chỉ,1,0.0000
0211,1,0.0000
1709,1,0.0000
ngàyq,1,0.0000
xỉaaaa,1,0.0000
tài_liệu,1,0.0000
https://www.facebook.com/groups/kaixinvn/,1,0.0000
imeii,1,0.0000
668,1,0.0000
1kg,1,0.0000
tantan,1,0.0000
phong_phú,1,0.0000
xã_hội,1,0.0000
chplay,1,0.0000
đg,1,0.0000
ytb,1,0.0000
an_ninh,1,0.0000
kiểm_soát,1,0.0000
onmyoji,1,0.0000
arena,1,0.0000
wesing,1,0.0000
ins,1,0.0000
tài_khoản,1,0.0000
thỉnh,1,0.0000
chỉ_giáo,1,0.0000
in4_son,1,0.0000
hoà_bình,1,0.0000
tinh_anh,1,0.0000
douban,1,0.0000
shopee=,1,0.0000
lq,1,0.0000
dù_sao,1,0.0000
trân_trọng,1,0.0000
youko,1,0.0000
iamhan,1,0.0000
72,1,0.0000
3app,1,0.0000
trungggg,1,0.0000
phuonggthao,1,0.0000
hienne,1,0.0000
chauhoang,1,0.0000
0606,1,0.0000
glen,1,0.0000
1609,1,0.0000
line,1,0.0000
bth,1,0.0000
giốgn,1,0.0000
picart,1,0.0000
nangang,1,0.0000
soul,1,0.0000
insta,1,0.0000
dyuung,1,0.0000
shoppe,1,0.0000
cún,1,0.0000
rậy,1,0.0000
dựa,1,0.0000
hoàn_cảnh,1,0.0000
，tui,1,0.0000
mừ,1,0.0000
cho_xong,1,0.0000
cằn,1,0.0000
khách_sáo,1,0.0000
chìu,1,0.0000
àhhhh,1,0.0000
dẹo,1,0.0000
hoài_cổ,1,0.0000
ngữ_cảnh,1,0.0000
thích_hợp,1,0.0000
quen_biết,1,0.0000
dep,1,0.0000
họp,1,0.0000
，ở,1,0.0000
ngữ_âm,1,0.0000
trung_bộ,1,0.0000
yō,1,0.0000
zo,1,0.0000
ngắn,1,0.0000
quáaaaaa,1,0.0000
ầm_ầm,1,0.0000
ngoại_quốc,1,0.0000
lách,1,0.0000
v..cj,1,0.0000
bb,1,0.0000
thông_dụng,1,0.0000
。chứ,1,0.0000
cần_câu,1,0.0000
nệ,1,0.0000
trợ,1,0.0000
tiwf,1,0.0000
động_thái,1,0.0000
công_chuyện,1,0.0000
vẩn,1,0.0000
dợi,1,0.0000
đa_tạ,1,0.0000
hoangduong,1,0.0000
2306,1,0.0000
nguyengocanhthu,1,0.0000
mai_mốt,1,0.0000
linhhs,1,0.0000
selena,1,0.0000
55404,1,0.0000
hoangthuha,1,0.0000
ue,1,0.0000
11021998,1,0.0000
668669,1,0.0000
11203,1,0.0000
vulan,1,0.0000
258,1,0.0000
betoii,1,0.0000
1206,1,0.0000
mai@huynhtuyetmaii,1,0.0000
mcmisthy,1,0.0000
08111999,1,0.0000
huynhtran,1,0.0000
2712,1,0.0000
biết_ơn,1,0.0000
thì_có_thể,1,0.0000
tranh_cãi,1,0.0000
lườm,1,0.0000
ăn_nói,1,0.0000
hột,1,0.0000
quẹt,1,0.0000
shau,1,0.0000
ụa,1,0.0000
phổ,1,0.0000
xam,1,0.0000
dau,1,0.0000
bot,1,0.0000
thông_thường,1,0.0000
tình_huống,1,0.0000
truongmam,1,0.0000
cản,1,0.0000
dài_dòng,1,0.0000
đien,1,0.0000
xịe,1,0.0000
linh_tinh,1,0.0000
thậm_chí,1,0.0000
nói.dùng,1,0.0000
khiêm_tốn,1,0.0000
xẻ,1,0.0000
